preference,GDPquant,GEIquant,GDIquant,meanGenderGDP,meanGenderGEI,meanGenderGDI
posrecip,3,3,4,0.109942362705986,0.0535648111142895,0.0908670371582242
posrecip,4,3,3,0.0608893475278789,0.0535648111142895,0.0855341504540085
posrecip,4,4,2,0.0608893475278789,0.0963938813421351,0.0331947059473131
posrecip,1,3,2,-0.0085072230343071,0.0535648111142895,0.0331947059473131
posrecip,2,3,2,0.0555235149168414,0.0535648111142895,0.0331947059473131
posrecip,2,2,3,0.0555235149168414,0.0380832380481517,0.0855341504540085
posrecip,3,2,4,0.109942362705986,0.0380832380481517,0.0908670371582242
posrecip,1,2,1,-0.0085072230343071,0.0380832380481517,0.00825210855685306
posrecip,4,4,3,0.0608893475278789,0.0963938813421351,0.0855341504540085
posrecip,3,2,2,0.109942362705986,0.0380832380481517,0.0331947059473131
posrecip,3,2,3,0.109942362705986,0.0380832380481517,0.0855341504540085
posrecip,3,3,3,0.109942362705986,0.0535648111142895,0.0855341504540085
posrecip,3,4,3,0.109942362705986,0.0963938813421351,0.0855341504540085
posrecip,3,4,4,0.109942362705986,0.0963938813421351,0.0908670371582242
posrecip,4,4,4,0.0608893475278789,0.0963938813421351,0.0908670371582242
posrecip,2,3,3,0.0555235149168414,0.0535648111142895,0.0855341504540085
posrecip,4,3,2,0.0608893475278789,0.0535648111142895,0.0331947059473131
posrecip,2,1,2,0.0555235149168414,0.0298060716118225,0.0331947059473131
posrecip,1,2,2,-0.0085072230343071,0.0380832380481517,0.0331947059473131
posrecip,2,3,4,0.0555235149168414,0.0535648111142895,0.0908670371582242
posrecip,1,2,3,-0.0085072230343071,0.0380832380481517,0.0855341504540085
posrecip,2,2,2,0.0555235149168414,0.0380832380481517,0.0331947059473131
posrecip,1,3,4,-0.0085072230343071,0.0535648111142895,0.0908670371582242
posrecip,4,3,4,0.0608893475278789,0.0535648111142895,0.0908670371582242
posrecip,1,4,2,-0.0085072230343071,0.0963938813421351,0.0331947059473131
posrecip,3,1,1,0.109942362705986,0.0298060716118225,0.00825210855685306
posrecip,3,1,3,0.109942362705986,0.0298060716118225,0.0855341504540085
posrecip,4,1,2,0.0608893475278789,0.0298060716118225,0.0331947059473131
posrecip,1,1,2,-0.0085072230343071,0.0298060716118225,0.0331947059473131
risktaking,1,1,1,0.140108806801997,0.161743141667886,0.143938859591416
risktaking,2,1,1,0.15933525346941,0.161743141667886,0.143938859591416
risktaking,3,3,4,0.169266542523807,0.202735202487705,0.205128296155162
risktaking,4,3,3,0.260166929303074,0.202735202487705,0.201786562873064
risktaking,4,4,2,0.260166929303074,0.255890418845831,0.178023813478645
risktaking,1,3,2,0.140108806801997,0.202735202487705,0.178023813478645
risktaking,2,3,2,0.15933525346941,0.202735202487705,0.178023813478645
risktaking,2,2,3,0.15933525346941,0.108508769096865,0.201786562873064
risktaking,3,2,4,0.169266542523807,0.108508769096865,0.205128296155162
risktaking,1,2,1,0.140108806801997,0.108508769096865,0.143938859591416
risktaking,4,4,3,0.260166929303074,0.255890418845831,0.201786562873064
risktaking,3,2,2,0.169266542523807,0.108508769096865,0.178023813478645
risktaking,3,2,3,0.169266542523807,0.108508769096865,0.201786562873064
risktaking,3,3,3,0.169266542523807,0.202735202487705,0.201786562873064
risktaking,3,4,3,0.169266542523807,0.255890418845831,0.201786562873064
risktaking,3,4,4,0.169266542523807,0.255890418845831,0.205128296155162
risktaking,4,4,4,0.260166929303074,0.255890418845831,0.205128296155162
risktaking,2,3,3,0.15933525346941,0.202735202487705,0.201786562873064
risktaking,4,3,2,0.260166929303074,0.202735202487705,0.178023813478645
risktaking,2,1,2,0.15933525346941,0.161743141667886,0.178023813478645
risktaking,1,2,2,0.140108806801997,0.108508769096865,0.178023813478645
risktaking,2,3,4,0.15933525346941,0.202735202487705,0.205128296155162
risktaking,1,2,3,0.140108806801997,0.108508769096865,0.201786562873064
risktaking,2,2,2,0.15933525346941,0.108508769096865,0.178023813478645
risktaking,1,3,4,0.140108806801997,0.202735202487705,0.205128296155162
risktaking,4,3,4,0.260166929303074,0.202735202487705,0.205128296155162
risktaking,1,4,2,0.140108806801997,0.255890418845831,0.178023813478645
risktaking,3,1,1,0.169266542523807,0.161743141667886,0.143938859591416
risktaking,3,1,3,0.169266542523807,0.161743141667886,0.201786562873064
risktaking,4,1,2,0.260166929303074,0.161743141667886,0.178023813478645
risktaking,1,1,2,0.140108806801997,0.161743141667886,0.178023813478645
patience,1,1,1,0.025845694305317,0.0285730528051495,0.025372456652791
patience,2,1,1,0.0135949540770686,0.0285730528051495,0.025372456652791
patience,3,3,4,0.0478219907588032,0.0530092305368873,0.043204269558121
patience,4,3,3,0.135011861519789,0.0530092305368873,0.075168525309625
patience,4,4,2,0.135011861519789,0.122882806988275,0.0785292491404404
patience,1,3,2,0.025845694305317,0.0530092305368873,0.0785292491404404
patience,2,3,2,0.0135949540770686,0.0530092305368873,0.0785292491404404
patience,2,2,3,0.0135949540770686,0.0178094103306658,0.075168525309625
patience,3,2,4,0.0478219907588032,0.0178094103306658,0.043204269558121
patience,1,2,1,0.025845694305317,0.0178094103306658,0.025372456652791
patience,4,4,3,0.135011861519789,0.122882806988275,0.075168525309625
patience,3,2,2,0.0478219907588032,0.0178094103306658,0.0785292491404404
patience,3,2,3,0.0478219907588032,0.0178094103306658,0.075168525309625
patience,3,3,3,0.0478219907588032,0.0530092305368873,0.075168525309625
patience,3,4,3,0.0478219907588032,0.122882806988275,0.075168525309625
patience,3,4,4,0.0478219907588032,0.122882806988275,0.043204269558121
patience,4,4,4,0.135011861519789,0.122882806988275,0.043204269558121
patience,2,3,3,0.0135949540770686,0.0530092305368873,0.075168525309625
patience,4,3,2,0.135011861519789,0.0530092305368873,0.0785292491404404
patience,2,1,2,0.0135949540770686,0.0285730528051495,0.0785292491404404
patience,1,2,2,0.025845694305317,0.0178094103306658,0.0785292491404404
patience,2,3,4,0.0135949540770686,0.0530092305368873,0.043204269558121
patience,1,2,3,0.025845694305317,0.0178094103306658,0.075168525309625
patience,2,2,2,0.0135949540770686,0.0178094103306658,0.0785292491404404
patience,1,3,4,0.025845694305317,0.0530092305368873,0.043204269558121
patience,4,3,4,0.135011861519789,0.0530092305368873,0.043204269558121
patience,1,4,2,0.025845694305317,0.122882806988275,0.0785292491404404
patience,3,1,1,0.0478219907588032,0.0285730528051495,0.025372456652791
patience,3,1,3,0.0478219907588032,0.0285730528051495,0.075168525309625
patience,4,1,2,0.135011861519789,0.0285730528051495,0.0785292491404404
patience,1,1,2,0.025845694305317,0.0285730528051495,0.0785292491404404
