preference,GDPquant,GEIquant,GDIquant,meanGenderGDP,meanGenderGEI,meanGenderGDI
posrecip,4,4,4,0.0541328546465054,0.0922098439136498,0.0842399747229233
posrecip,2,3,3,0.0489098333688415,0.0366944011116211,0.0729322744616171
posrecip,4,3,2,0.0541328546465054,0.0366944011116211,0.0317890357499773
posrecip,2,1,2,0.0489098333688415,0.0299423654083305,0.0317890357499773
posrecip,1,2,2,-0.0111574316171235,0.0375935616644342,0.0317890357499773
posrecip,2,3,4,0.0489098333688415,0.0366944011116211,0.0842399747229233
posrecip,1,2,3,-0.0111574316171235,0.0375935616644342,0.0729322744616171
posrecip,2,2,2,0.0489098333688415,0.0375935616644342,0.0317890357499773
posrecip,1,3,4,-0.0111574316171235,0.0366944011116211,0.0842399747229233
posrecip,4,3,4,0.0541328546465054,0.0366944011116211,0.0842399747229233
posrecip,1,4,2,-0.0111574316171235,0.0922098439136498,0.0317890357499773
posrecip,3,1,1,0.104554915699812,0.0299423654083305,0.00747888716351789
posrecip,3,1,3,0.104554915699812,0.0299423654083305,0.0729322744616171
posrecip,4,1,2,0.0541328546465054,0.0299423654083305,0.0317890357499773
posrecip,1,1,2,-0.0111574316171235,0.0299423654083305,0.0317890357499773
risktaking,1,1,1,0.148000538163769,0.169048327451771,0.154668260822823
risktaking,2,1,1,0.164298328188456,0.169048327451771,0.154668260822823
risktaking,3,3,4,0.172970665427394,0.211999164584367,0.21529453429291
risktaking,4,3,3,0.271348808231429,0.211999164584367,0.20524163815968
risktaking,4,4,2,0.271348808231429,0.264948364431889,0.181413906735635
risktaking,1,3,2,0.148000538163769,0.211999164584367,0.181413906735635
risktaking,2,3,2,0.164298328188456,0.211999164584367,0.181413906735635
risktaking,2,2,3,0.164298328188456,0.110622483543022,0.20524163815968
risktaking,3,2,4,0.172970665427394,0.110622483543022,0.21529453429291
risktaking,1,2,1,0.148000538163769,0.110622483543022,0.154668260822823
risktaking,4,4,3,0.271348808231429,0.264948364431889,0.20524163815968
risktaking,3,2,2,0.172970665427394,0.110622483543022,0.181413906735635
risktaking,3,2,3,0.172970665427394,0.110622483543022,0.20524163815968
risktaking,3,3,3,0.172970665427394,0.211999164584367,0.20524163815968
risktaking,3,4,3,0.172970665427394,0.264948364431889,0.20524163815968
risktaking,3,4,4,0.172970665427394,0.264948364431889,0.21529453429291
risktaking,4,4,4,0.271348808231429,0.264948364431889,0.21529453429291
risktaking,2,3,3,0.164298328188456,0.211999164584367,0.20524163815968
risktaking,4,3,2,0.271348808231429,0.211999164584367,0.181413906735635
risktaking,2,1,2,0.164298328188456,0.169048327451771,0.181413906735635
risktaking,1,2,2,0.148000538163769,0.110622483543022,0.181413906735635
risktaking,2,3,4,0.164298328188456,0.211999164584367,0.21529453429291
risktaking,1,2,3,0.148000538163769,0.110622483543022,0.20524163815968
risktaking,2,2,2,0.164298328188456,0.110622483543022,0.181413906735635
risktaking,1,3,4,0.148000538163769,0.211999164584367,0.21529453429291
risktaking,4,3,4,0.271348808231429,0.211999164584367,0.21529453429291
risktaking,1,4,2,0.148000538163769,0.264948364431889,0.181413906735635
risktaking,3,1,1,0.172970665427394,0.169048327451771,0.154668260822823
risktaking,3,1,3,0.172970665427394,0.169048327451771,0.20524163815968
risktaking,4,1,2,0.271348808231429,0.169048327451771,0.181413906735635
risktaking,1,1,2,0.148000538163769,0.169048327451771,0.181413906735635
patience,1,1,1,0.025682728071647,0.0275771239270119,0.0251346905133644
patience,2,1,1,0.0220197526901755,0.0275771239270119,0.0251346905133644
patience,3,3,4,0.0405118957814934,0.049090272998277,0.0458830944342192
patience,4,3,3,0.131242653912575,0.049090272998277,0.0688292109572595
patience,4,4,2,0.131242653912575,0.125589598505871,0.0796100345510477
patience,1,3,2,0.025682728071647,0.049090272998277,0.0796100345510477
patience,2,3,2,0.0220197526901755,0.049090272998277,0.0796100345510477
patience,2,2,3,0.0220197526901755,0.0172000350247309,0.0688292109572595
patience,3,2,4,0.0405118957814934,0.0172000350247309,0.0458830944342192
patience,1,2,1,0.025682728071647,0.0172000350247309,0.0251346905133644
patience,4,4,3,0.131242653912575,0.125589598505871,0.0688292109572595
patience,3,2,2,0.0405118957814934,0.0172000350247309,0.0796100345510477
patience,3,2,3,0.0405118957814934,0.0172000350247309,0.0688292109572595
patience,3,3,3,0.0405118957814934,0.049090272998277,0.0688292109572595
patience,3,4,3,0.0405118957814934,0.125589598505871,0.0688292109572595
patience,3,4,4,0.0405118957814934,0.125589598505871,0.0458830944342192
patience,4,4,4,0.131242653912575,0.125589598505871,0.0458830944342192
patience,2,3,3,0.0220197526901755,0.049090272998277,0.0688292109572595
patience,4,3,2,0.131242653912575,0.049090272998277,0.0796100345510477
patience,2,1,2,0.0220197526901755,0.0275771239270119,0.0796100345510477
patience,1,2,2,0.025682728071647,0.0172000350247309,0.0796100345510477
patience,2,3,4,0.0220197526901755,0.049090272998277,0.0458830944342192
patience,1,2,3,0.025682728071647,0.0172000350247309,0.0688292109572595
patience,2,2,2,0.0220197526901755,0.0172000350247309,0.0796100345510477
patience,1,3,4,0.025682728071647,0.049090272998277,0.0458830944342192
patience,4,3,4,0.131242653912575,0.049090272998277,0.0458830944342192
patience,1,4,2,0.025682728071647,0.125589598505871,0.0796100345510477
patience,3,1,1,0.0405118957814934,0.0275771239270119,0.0251346905133644
patience,3,1,3,0.0405118957814934,0.0275771239270119,0.0688292109572595
patience,4,1,2,0.131242653912575,0.0275771239270119,0.0796100345510477
patience,1,1,2,0.025682728071647,0.0275771239270119,0.0796100345510477
