country,avgGenderDiff,isocode,logAvgGDPpc,Date,ScoreWEF,avgRatioLabor,ValueUN,GDI,region,telephone,personal,avgGenderDiffRescaled,GenderIndex,logAvgGDPpcStd,DateStd,ScoreWEFStd,avgRatioLaborStd,ValueUNStd,GDIStd,GenderIndexStd,GenderIndexRescaled,residualslogAvgGDPpc,residualsavgGenderDiff_GEI,residualsGenderIndexStd,residualsavgGenderDiff_GDP,residualsScoreWEFStd,residualsValueUNStd,residualsavgRatioLaborStd,residualsDateStd,residualsGDIStd
Nicaragua,-0.199741151083946,NIC,7.29807137022244,1955,0.776,55.1009877693866,7.42,0.974921630094044,Latin America and Caribbean,F,T,0.22360833625403,-0.0975245587139518,-1.00934382994554,-0.432568771541219,1.30962659308907,-0.584862561159998,-0.765129349347603,0.460731542958125,-0.0642955696176682,0.490994755689952,-1.39344276367635,-0.192528683338267,0.484805332749787,-0.0706433829279263,1.6259996707056,0.103636329794419,-0.485078415065236,-0.0179693394316793,0.997264623923033
Pakistan,-0.253293468334526,PAK,6.86941729765193,1947,0.559,24.4373580721838,9.06,0.727272727272727,South Asia,F,T,0.156432450397909,-3.07869627895458,-1.30908051318032,-0.0120749903385925,-2.62832681153441,-2.01670049621186,-1.30978419030921,-2.9584058475352,-2.02970957823838,0.0823992194120464,-0.293003030490523,-0.0256072536669729,-1.31754661678476,-0.0858585788804199,-2.22283782599863,-0.185657669369793,-1.88728425835361,0.529358985908719,-2.26254287187738
Peru,-0.0481268302959629,PER,8.40736001602751,1955,0.683,81.062102479532,6.25,0.954606141522029,Latin America and Caribbean,F,T,0.413792941333777,-0.209147406500338,-0.233672908519947,-0.432568771541219,-0.378067723178136,0.627391475471871,-0.376564615246948,0.180247980174759,-0.137885798329415,0.475695872689524,-0.226900856017162,-0.0326592501974908,-0.0107636015909129,-0.0182394420012542,-0.292312458714803,-0.168632229231919,0.650492475300046,-0.346196991309985,0.30446060408608
Philippines,-0.147103644334297,PHL,7.62901056403653,1937,0.79,62.872108196352,7.16,1.00587371512482,East Asia and Pacific,F,T,0.289636686224767,0.664175077642078,-0.777934349309132,0.513542236164691,1.56368810306478,-0.221990157107962,-0.678781630658569,0.888068107089003,0.43787447496286,0.595392321682715,-1.45319230070292,-0.196222977845234,0.861084525408535,-0.0476037660092538,1.81125990569062,-0.00716539327815298,-0.145083247430034,0.830220000265752,1.30159172593926
Poland,0.124591581702042,POL,9.33943401027034,1918,0.715,75.2612186543616,2.17,1.00836320191159,Ex Soviet,F,T,0.630450462899808,1.45618517268261,0.418080534269932,1.51221496652093,0.202644299623481,0.356519253242245,0.978430354950208,0.922438933120625,0.960027467758607,0.703944199900076,-0.149004336377281,0.0168988248394831,0.732584259786281,0.0711179661882518,0.0946241503907221,0.631101015910348,0.315187639699595,1.32279517558258,0.700201445271312
Portugal,0.0643682911757423,PRT,10.0054394492667,1976,0.731,80.8225305914958,1.31,0.989298454221165,Europe,T,F,0.554906525718809,0.618395169445666,0.883785339321651,-1.53636494719811,0.493000311024291,0.616204668141834,1.26404203984471,0.659223587015572,0.40769289492448,0.589117786736181,0.946717880011115,0.0186346290856337,-0.0731019669679524,-0.0486702111169713,0.246519610094457,0.519955220993981,0.528833286062807,-1.92284922825508,0.189433157877619
Romania,-0.0939968650123315,ROU,8.94988350962712,1946,0.693,74.6844492932651,5.39,0.983930778739184,Ex Soviet,F,T,0.356253690475501,0.0777309455826059,0.145687053169767,0.0404867323117358,-0.196595216052632,0.329587012697055,-0.0909529303524496,0.585115364724284,0.0512461218903071,0.515015048206992,0.168477839382027,-0.0997454881822152,-0.0280102127554303,-0.112630627715829,-0.223628973771507,-0.206216484573515,0.315184330710688,-0.0336688786517548,0.507673049058581
Russia,0.210788004626217,RUS,9.20980936584525,1918,0.694,80.521562287661,4.31,1.01901140684411,Ex Soviet,F,T,0.738575029022062,1.01906832001061,0.327440403983823,1.51221496652093,-0.178447965340081,0.602150955683971,0.267722208817386,1.06945220558674,0.671846958124494,0.644033530004411,-0.0544242940094464,0.13542239943257,0.493713584773629,0.168907503547909,-0.259519536183327,-0.00238621845186962,0.569780062694798,1.36114983902036,0.895395948868641
Rwanda,-0.109197378024374,RWA,6.29606341020118,1961,0.794,98.6509726978054,6.23,0.937142857142857,Sub-Saharan Africa,F,T,0.337186206947692,1.18389568129473,-1.70999865100107,-0.747939107443189,1.63627710591498,1.44870362481357,-0.3699224830401,-0.0608569385283436,0.780513628572334,0.666624554741397,-3.05271301364378,-0.196752856646252,1.71078315066618,0.109516010658997,2.16096466090048,1.09576647884205,1.61775479464392,-0.0368553282478998,0.848120574829953
Serbia,0.00117421735165637,SRB,8.57970094547058,1945,0.72,71.7327201888246,3.05,0.968314321926489,Ex Soviet,F,T,0.475636045785579,0.684417292145597,-0.113163383748386,0.0930484549620641,0.293380553186234,0.191756046582825,0.68617653784886,0.369508468077402,0.451219674664241,0.59816669339514,-0.512884496227436,-0.049442137228979,0.512782557685527,0.015648115983095,0.343306650538505,0.791440764070563,0.202943425235683,0.128426241152573,0.429662299837796
South Africa,-0.160223603240321,ZAF,8.86385418159955,1994,0.759,74.1108488287605,6.34,0.976539589442815,Sub-Saharan Africa,F,T,0.273179044293342,-0.489794341223775,0.0855309807235948,-2.48247595490402,1.00112333097571,0.302802743752017,-0.406454210177768,0.483069721091197,-0.322909496641361,0.437230767167586,0.373541907542886,-0.124000666836638,-0.369439863501813,-0.171163243818703,0.991974814913081,-0.47046776345368,0.294347115825296,-2.53117632981336,0.43760434126314
South Korea,-0.0265739859986533,KOR,9.95737590307406,1948,0.651,68.3026729839422,1.07,0.929577464788732,East Asia and Pacific,T,F,0.440828772512028,0.179181438775298,0.850176868430704,-0.0646367129889208,-0.958779745979755,0.0315900207252508,1.34374762632689,-0.165307697554737,0.118129964625238,0.528919721456871,1.1239345450896,-0.0398254209688111,-0.344381294449307,-0.135313875217771,-1.19526817847951,0.62829356381955,-0.0524588141008893,-0.436899461203733,-0.617232998974406
Spain,0.0298560669193823,ESP,10.3356817805906,1931,0.742,72.4187371871484,1.21,0.980834272829763,Europe,T,F,0.511614482417714,1.53038497459615,1.11470753833673,0.82891257206666,0.692620068862348,0.223789604644608,1.29725270087895,0.542363795812938,1.00894559251057,0.714113928684479,0.809185090398363,-0.0833241659706962,0.402524968520107,-0.112718000585173,0.377482968582762,0.356431580127626,0.113589159010215,0.344712817790732,-0.0501770729917783
Sri Lanka,-0.160962136224685,LKA,7.82489428939383,1931,0.686,46.8259833414652,6.26,0.931210191082802,South Asia,F,T,0.272252630460932,-0.470467616664738,-0.640962506755109,0.82891257206666,-0.323625971040484,-0.971263824468393,-0.379885681350373,-0.142765641212478,-0.310167857194299,0.439879663013498,-0.675330991219332,-0.126168515465695,0.0385270873836308,-0.0789813219185857,-0.116777812837613,0.175037315017102,-0.907898007471457,1.08763025926768,0.197948373506236
