country,gender,preference,isocode,logAvgGDPpc,GenderIndex,GDI,genderOrig,residualsgenderGEI_trust,residualsgenderGDP_trust,residualsgenderGDI_trust,residualslogAvgGDPpc_trust,residualsGenderIndex_trust,residualslogAvgGDPpc2_trust,residualsgenderGEI_altruism,residualsgenderGDP_altruism,residualsgenderGDI_altruism,residualslogAvgGDPpc_altruism,residualsGenderIndex_altruism,residualslogAvgGDPpc2_altruism,residualsgenderGEI_negrecip,residualsgenderGDP_negrecip,residualsgenderGDI_negrecip,residualslogAvgGDPpc_negrecip,residualsGenderIndex_negrecip,residualslogAvgGDPpc2_negrecip,residualsgenderGEI_posrecip,residualsgenderGDP_posrecip,residualsgenderGDI_posrecip,residualslogAvgGDPpc_posrecip,residualsGenderIndex_posrecip,residualslogAvgGDPpc2_posrecip,residualsgenderGEI_risktaking,residualsgenderGDP_risktaking,residualsgenderGDI_risktaking,residualslogAvgGDPpc_risktaking,residualsGenderIndex_risktaking,residualslogAvgGDPpc2_risktaking,residualsgenderGEI_patience,residualsgenderGDP_patience,residualsgenderGDI_patience,residualslogAvgGDPpc_patience,residualsGenderIndex_patience,residualslogAvgGDPpc2_patience,meanGender,stdGender
Algeria,0.145594276196848,trust,DZA,8.37734266346542,-2.47294991498973,0.836173001310616,0.145594276196848,0.180702964377198,0.0862690552286043,0.129349750795504,1.11591857754557,-2.40329758293812,0.996991953135888,0.172613565523431,0.0814498645948338,0.166712055638221,1.11591857754557,-2.40329758293812,0.996991953135888,0.0871335045156306,0.0268818900032649,0.0446798166707473,1.11591857754557,-2.40329758293812,0.996991953135888,0.200029035874904,0.164760392155392,0.226960939387315,1.11591857754557,-2.40329758293812,0.996991953135888,0.169445763292483,0.1190105003868,0.133632171130913,1.11591857754557,-2.40329758293812,0.996991953135888,0.112629905018665,0.0458366093100435,0.0676775423690851,1.11591857754557,-2.40329758293812,0.996991953135888,0.0801161697317491,0.0295389709669243
Algeria,0.173452733171446,altruism,DZA,8.37734266346542,-2.47294991498973,0.836173001310616,0.173452733171446,0.180702964377198,0.0862690552286043,0.129349750795504,1.11591857754557,-2.40329758293812,0.996991953135888,0.172613565523431,0.0814498645948338,0.166712055638221,1.11591857754557,-2.40329758293812,0.996991953135888,0.0871335045156306,0.0268818900032649,0.0446798166707473,1.11591857754557,-2.40329758293812,0.996991953135888,0.200029035874904,0.164760392155392,0.226960939387315,1.11591857754557,-2.40329758293812,0.996991953135888,0.169445763292483,0.1190105003868,0.133632171130913,1.11591857754557,-2.40329758293812,0.996991953135888,0.112629905018665,0.0458366093100435,0.0676775423690851,1.11591857754557,-2.40329758293812,0.996991953135888,0.115129322369114,0.029710825189265
Algeria,0.16374075141657,negrecip,DZA,8.37734266346542,-2.47294991498973,0.836173001310616,-0.16374075141657,0.180702964377198,0.0862690552286043,0.129349750795504,1.11591857754557,-2.40329758293812,0.996991953135888,0.172613565523431,0.0814498645948338,0.166712055638221,1.11591857754557,-2.40329758293812,0.996991953135888,0.0871335045156306,0.0268818900032649,0.0446798166707473,1.11591857754557,-2.40329758293812,0.996991953135888,0.200029035874904,0.164760392155392,0.226960939387315,1.11591857754557,-2.40329758293812,0.996991953135888,0.169445763292483,0.1190105003868,0.133632171130913,1.11591857754557,-2.40329758293812,0.996991953135888,0.112629905018665,0.0458366093100435,0.0676775423690851,1.11591857754557,-2.40329758293812,0.996991953135888,-0.152953035406795,0.0261879488115335
Algeria,0.204356841409369,posrecip,DZA,8.37734266346542,-2.47294991498973,0.836173001310616,0.204356841409369,0.180702964377198,0.0862690552286043,0.129349750795504,1.11591857754557,-2.40329758293812,0.996991953135888,0.172613565523431,0.0814498645948338,0.166712055638221,1.11591857754557,-2.40329758293812,0.996991953135888,0.0871335045156306,0.0268818900032649,0.0446798166707473,1.11591857754557,-2.40329758293812,0.996991953135888,0.200029035874904,0.164760392155392,0.226960939387315,1.11591857754557,-2.40329758293812,0.996991953135888,0.169445763292483,0.1190105003868,0.133632171130913,1.11591857754557,-2.40329758293812,0.996991953135888,0.112629905018665,0.0458366093100435,0.0676775423690851,1.11591857754557,-2.40329758293812,0.996991953135888,0.0484271631227679,0.0234457220539608
Algeria,0.301559504157902,risktaking,DZA,8.37734266346542,-2.47294991498973,0.836173001310616,-0.301559504157902,0.180702964377198,0.0862690552286043,0.129349750795504,1.11591857754557,-2.40329758293812,0.996991953135888,0.172613565523431,0.0814498645948338,0.166712055638221,1.11591857754557,-2.40329758293812,0.996991953135888,0.0871335045156306,0.0268818900032649,0.0446798166707473,1.11591857754557,-2.40329758293812,0.996991953135888,0.200029035874904,0.164760392155392,0.226960939387315,1.11591857754557,-2.40329758293812,0.996991953135888,0.169445763292483,0.1190105003868,0.133632171130913,1.11591857754557,-2.40329758293812,0.996991953135888,0.112629905018665,0.0458366093100435,0.0676775423690851,1.11591857754557,-2.40329758293812,0.996991953135888,-0.196084349175552,0.0259782267932958
Algeria,0.0907501740348624,patience,DZA,8.37734266346542,-2.47294991498973,0.836173001310616,-0.0907501740348624,0.180702964377198,0.0862690552286043,0.129349750795504,1.11591857754557,-2.40329758293812,0.996991953135888,0.172613565523431,0.0814498645948338,0.166712055638221,1.11591857754557,-2.40329758293812,0.996991953135888,0.0871335045156306,0.0268818900032649,0.0446798166707473,1.11591857754557,-2.40329758293812,0.996991953135888,0.200029035874904,0.164760392155392,0.226960939387315,1.11591857754557,-2.40329758293812,0.996991953135888,0.169445763292483,0.1190105003868,0.133632171130913,1.11591857754557,-2.40329758293812,0.996991953135888,0.112629905018665,0.0458366093100435,0.0676775423690851,1.11591857754557,-2.40329758293812,0.996991953135888,-0.05728643872534,0.0223925773512596
Argentina,0.106834189497834,trust,ARG,9.15503477940437,0.143549225636374,0.992797118847539,0.106834189497834,0.028062109868234,0.00870964702053851,0.0039150696100881,0.378837410162142,-0.242297501325863,-0.143757779691647,0.113981894588511,0.0926174044544488,0.0739526495457743,0.378837410162142,-0.242297501325863,-0.143757779691647,0.0968696014445781,0.0820388378259058,0.0838791428524883,0.378837410162142,-0.242297501325863,-0.143757779691647,0.114837497161673,0.106674234123283,0.0889640611595847,0.378837410162142,-0.242297501325863,-0.143757779691647,0.0567540648574393,0.044284022249397,0.0459554564884634,0.378837410162142,-0.242297501325863,-0.143757779691647,0.0380203435843489,0.0263799367492878,0.0248821323596748,0.378837410162142,-0.242297501325863,-0.143757779691647,0.0801161697317491,0.0295389709669243
Argentina,0.227778030104396,altruism,ARG,9.15503477940437,0.143549225636374,0.992797118847539,0.227778030104396,0.028062109868234,0.00870964702053851,0.0039150696100881,0.378837410162142,-0.242297501325863,-0.143757779691647,0.113981894588511,0.0926174044544488,0.0739526495457743,0.378837410162142,-0.242297501325863,-0.143757779691647,0.0968696014445781,0.0820388378259058,0.0838791428524883,0.378837410162142,-0.242297501325863,-0.143757779691647,0.114837497161673,0.106674234123283,0.0889640611595847,0.378837410162142,-0.242297501325863,-0.143757779691647,0.0567540648574393,0.044284022249397,0.0459554564884634,0.378837410162142,-0.242297501325863,-0.143757779691647,0.0380203435843489,0.0263799367492878,0.0248821323596748,0.378837410162142,-0.242297501325863,-0.143757779691647,0.115129322369114,0.029710825189265
Argentina,0.248932068439913,negrecip,ARG,9.15503477940437,0.143549225636374,0.992797118847539,-0.248932068439913,0.028062109868234,0.00870964702053851,0.0039150696100881,0.378837410162142,-0.242297501325863,-0.143757779691647,0.113981894588511,0.0926174044544488,0.0739526495457743,0.378837410162142,-0.242297501325863,-0.143757779691647,0.0968696014445781,0.0820388378259058,0.0838791428524883,0.378837410162142,-0.242297501325863,-0.143757779691647,0.114837497161673,0.106674234123283,0.0889640611595847,0.378837410162142,-0.242297501325863,-0.143757779691647,0.0567540648574393,0.044284022249397,0.0459554564884634,0.378837410162142,-0.242297501325863,-0.143757779691647,0.0380203435843489,0.0263799367492878,0.0248821323596748,0.378837410162142,-0.242297501325863,-0.143757779691647,-0.152953035406795,0.0261879488115335
Argentina,0.162750244288452,posrecip,ARG,9.15503477940437,0.143549225636374,0.992797118847539,0.162750244288452,0.028062109868234,0.00870964702053851,0.0039150696100881,0.378837410162142,-0.242297501325863,-0.143757779691647,0.113981894588511,0.0926174044544488,0.0739526495457743,0.378837410162142,-0.242297501325863,-0.143757779691647,0.0968696014445781,0.0820388378259058,0.0838791428524883,0.378837410162142,-0.242297501325863,-0.143757779691647,0.114837497161673,0.106674234123283,0.0889640611595847,0.378837410162142,-0.242297501325863,-0.143757779691647,0.0567540648574393,0.044284022249397,0.0459554564884634,0.378837410162142,-0.242297501325863,-0.143757779691647,0.0380203435843489,0.0263799367492878,0.0248821323596748,0.378837410162142,-0.242297501325863,-0.143757779691647,0.0484271631227679,0.0234457220539608
Argentina,0.252092201253769,risktaking,ARG,9.15503477940437,0.143549225636374,0.992797118847539,-0.252092201253769,0.028062109868234,0.00870964702053851,0.0039150696100881,0.378837410162142,-0.242297501325863,-0.143757779691647,0.113981894588511,0.0926174044544488,0.0739526495457743,0.378837410162142,-0.242297501325863,-0.143757779691647,0.0968696014445781,0.0820388378259058,0.0838791428524883,0.378837410162142,-0.242297501325863,-0.143757779691647,0.114837497161673,0.106674234123283,0.0889640611595847,0.378837410162142,-0.242297501325863,-0.143757779691647,0.0567540648574393,0.044284022249397,0.0459554564884634,0.378837410162142,-0.242297501325863,-0.143757779691647,0.0380203435843489,0.0263799367492878,0.0248821323596748,0.378837410162142,-0.242297501325863,-0.143757779691647,-0.196084349175552,0.0259782267932958
