country,avgGenderDiff,isocode,logAvgGDPpc,Date,ScoreWEF,avgRatioLabor,ValueUN,GDI,region,telephone,personal,avgGenderDiffRescaled,GenderIndex,avgGenderDiffStd,logAvgGDPpcStd,DateStd,ScoreWEFStd,avgRatioLaborStd,ValueUNStd,GDIStd,GenderIndexStd,GenderIndexRescaled,residualsavgGenderDiffStd_GDP,residualslogAvgGDPpcStd_GEI,residualsavgGenderDiffStd_GEI,residualsGenderIndexStd,residualslogAvgGDPpcStd_WEF,residualsavgGenderDiffStd_WEF,residualsScoreWEFStd,residualslogAvgGDPpcStd_GDI,residualsavgGenderDiffStd_GDI,residualsGDIStd,residualslogAvgGDPpcStd_UN,residualsavgGenderDiffStd_UN,residualsValueUNStd,residualsavgRatioLaborStd,residualsDateStd
Israel,0.0612800044505367,ISR,10.284498722553,1948,0.712,80.9202165638598,1.43,0.971491228070175,Middle East and North Africa,F,T,0.551032586976389,1.02596505099978,0.322582297249655,1.07891774643763,-0.0646367129889208,0.14820254748583,0.62076611381328,1.22418924660361,0.413370073996983,0.67639380512689,0.644978787024647,-0.423412805780426,0.684527028211252,-0.0734439398017574,0.0275443453019067,0.934470775535585,0.207327565584057,-0.194187801162712,0.838511819637633,0.185441598779922,-0.142437912422681,-0.0287220632127825,-0.472581207916498,0.297922733719428,0.444251406706987,-0.625753450135174
Italy,-0.0385927805789447,ITA,10.5134215660861,1945,0.726,63.24486743155,1.25,0.973124300111982,Europe,T,F,0.425752428213498,0.839470996207153,-0.203155138907612,1.23899221727099,0.0930484549620641,0.402264057461538,-0.204584167703971,1.28396843646525,0.435916903867411,0.553442810615134,0.619418153327074,-1.05803480024604,0.913572832916474,-0.524485743699325,-0.177644398522062,1.01166059511966,-0.41688006175086,0.01510216648741,0.986595334414694,-0.349066117240644,-0.186543856720941,0.0789999523007015,-1.03761691837973,0.216540023009414,-0.38527443413102,-0.542687021211541
Japan,0.15467019427258,JPN,10.700332166688,1947,0.67,66.5140586435607,1.56,0.964835164835165,East Asia and Pacific,T,F,0.668180995367607,0.266141858128789,0.814194891659512,1.36968959557856,-0.0120749903385925,-0.613981982441294,-0.0519293111028937,1.1810153872591,0.321473867629645,0.175460854098149,0.540838403946528,-0.129586680364551,1.25630525676392,0.722497250284739,-0.622771716676447,1.47389657842436,0.994350733526865,-1.03769887918416,1.17815632088193,0.712800036523351,-0.355407456059257,0.299859892548056,0.0474134734921115,-0.00166869579589535,-0.236028832318352,-0.70873506937185
Jordan,-0.0871499288667768,JOR,8.17318158968626,1974,0.593,20.772064401191,7.58,0.853246753246753,Middle East and North Africa,F,T,0.364842469161319,-3.17547512950884,-0.458763417383248,-0.397422349591962,-1.43124150189746,-2.01132028730769,-2.18785135385842,-0.818266407002394,-1.2191592870546,-2.0935135206031,0.0691348354538534,-0.200534433760414,0.762010906649598,0.827994448433189,-1.98389796046096,0.162650215124892,0.262978475961182,-1.94079018241834,0.230390801034103,0.0391181672686816,-1.16023987500435,0.283646730853373,0.088764116237762,-0.442620299087564,-2.32585557508592,-1.30416207779618
Kazakhstan,-0.117393721114077,KAZ,9.01546392675182,1924,0.719,86.0019733493472,3.22,1.00900900900901,Ex Soviet,F,T,0.326904735741597,1.44660635469428,-0.617968888534124,0.191544209258904,1.19684463061896,0.275233302473684,0.858058704873753,0.629718414090645,0.93135519791598,0.953712386030014,0.702631339508212,-0.760361960914344,-0.358412818197385,-1.18247271147396,0.760748253308594,0.00565491273221641,-0.782458715788547,0.181034196760821,-0.324338886368056,-0.956595761685714,0.745037159949215,-0.395479516932747,-1.02233288810206,0.485983521476761,0.704691229333302,1.04937720335828
Kenya,-0.170972463923375,KEN,6.80663994139168,1963,0.719,87.8117959433222,9.25,0.924786324786325,Sub-Saharan Africa,F,T,0.259695701734149,-0.36233243370998,-0.900011197345025,-1.35297762684788,-0.853062552743845,0.275233302473684,0.942568355928003,-1.37288444627427,-0.231456046037989,-0.238876961080844,0.454700531187554,0.00819784719289574,-1.23393251765415,-0.739988832738568,0.361652077867921,-1.53886692337457,-1.06450102459945,0.61302453474566,-1.25044923810432,-0.786327031815173,0.225343238855566,-0.186194099823702,0.01211699233689,-0.154580553289265,0.829489894090316,-0.280550890206533
Lithuania,0.152970295926578,LTU,9.36720863436723,1918,0.74,82.2567539644759,2.01,1.03506650544135,Ex Soviet,F,T,0.666048647355034,1.89754429915309,0.805246505991777,0.437501961097795,1.51221496652093,0.656325567437246,0.683175716678797,1.031567412605,1.291115161879,1.25100480532965,0.764436310350124,0.49555004643141,-0.279226020839291,0.0601305187194391,0.931680661347099,0.127285687697183,0.493051391970878,0.493334056293135,-0.269710290046228,0.326679978986483,1.00238375091773,-0.50144660363302,0.136710773589291,0.670934325487301,0.523392407446337,1.2500942956751
Malawi,-0.131911158559624,MWI,6.06391954788452,1961,0.701,90.7490267724279,10.14,0.911827956989247,Sub-Saharan Africa,F,T,0.308694100407141,-0.574447737553698,-0.694389710682442,-1.87232542164585,-0.747939107443189,-0.051417210352227,1.07972232519541,-1.66845932947904,-0.41036432848946,-0.378719421945069,0.425628282266656,0.567085878799155,-1.67483343940297,-0.449409749169302,0.488622891675755,-1.95164873799489,-0.732275006422743,0.43163142402419,-1.67464922874038,-0.511113690511442,0.262684125315673,-0.446688087762281,0.412046613067859,0.00783215759082401,0.980191104925936,0.0666666089598544
Mexico,-0.145168809813714,MEX,9.14391571211559,1953,0.699,52.4849027236705,5.45,0.957142857142857,Latin America and Caribbean,F,T,0.292063737556589,-0.554866869765748,-0.764178928813638,0.281364216962645,-0.327445326240562,-0.0877117117773283,-0.707020630728646,-0.110879326972996,0.215270865919092,-0.365810232048325,0.428312010654486,-0.96766863837253,0.471614581926058,-0.527041604971929,-0.604919107515455,0.213881565077789,-0.787997054385703,-0.207032751397934,0.146312298353611,-0.824262874492607,-0.0084469688931014,0.342929242789452,-0.681680974479889,-0.333822121576573,-0.862731070568183,-0.516782363810669
Moldova,-0.122055580133959,MDA,7.71549766835688,1978,0.742,88.2942547268018,3.52,1.00691562932227,Ex Soviet,F,T,0.321056912053006,0.496311549190013,-0.64250924563056,-0.717458176445292,-1.64148839249877,0.692620068862348,0.965096764831535,0.530086430987914,0.902453181077252,0.327206133345303,0.572385163804591,-0.166588087432016,-0.915966465334481,-0.826395727126566,0.601239079736929,-1.03951511431009,-0.968771529819694,0.852661621099128,-1.21797047201552,-0.96989379435135,1.09463104203626,-1.21722781043715,-0.981376121355222,1.18795658958642,0.835440711633804,-1.36522421883033
Morocco,0.0465679596778263,MAR,7.87263480044974,1963,0.593,33.9643065399226,8.14,0.82069970845481,Middle East and North Africa,F,T,0.532577836722776,-2.71270594413713,0.245137048304685,-0.607579918426898,-0.853062552743845,-2.01132028730769,-1.57183971632065,-1.00424610879416,-1.66851648803717,-1.78842105192298,0.132561380857478,0.646317708972691,0.380706820434396,1.3465440356168,-1.57083771046047,-0.0475073537100441,0.966878941649115,-1.88201080030231,0.259212391643224,0.917809875621499,-1.52209039923534,0.23636346745805,0.914925879766477,-0.443272248853583,-1.70436195537568,-0.62801814583253
Netherlands,0.314584621183376,NLD,10.8220941128038,1919,0.776,79.5209213774276,0.44,0.96712619300106,Europe,T,F,0.868777231729169,2.42757369529271,1.65599579651886,1.45483172814739,1.4596532438706,1.30962659308907,0.555426036658232,1.55297479084263,0.353104696498445,1.60044029510059,0.837081453160361,0.654299533601724,0.542082299394223,0.698589498411156,0.758466225024764,0.931483494391476,1.09059161946972,0.862096126498681,1.24647640435695,1.54229716195643,-0.359228622157587,0.0592534142376557,0.644691782669898,0.295207996662196,0.369105574006042,0.723304146736516
