country,gender,preference,isocode,logAvgGDPpc,GenderIndex,GenderIndexNorm,ScoreWEFNorm,ValueUNNorm,DateNorm,avgRatioLaborNorm,residualslogAvgGDPpcNorm,residualsavgGenderDiffNorm_GEI,residualsgenderGEI_trust,residualsgenderGDP_trust,residualsgenderGEI_altruism,residualsgenderGDP_altruism,residualsgenderGEI_negrecip,residualsgenderGDP_negrecip,residualsgenderGEI_posrecip,residualsgenderGDP_posrecip,residualsgenderGEI_risktaking,residualsgenderGDP_risktaking,residualsgenderGEI_patience,residualsgenderGDP_patience,residualslogAvgGDPpc,residualsGenderIndex
Argentina,0.0902357601664502,patience,ARG,9.15503477940437,0.143549225636374,0.09463851313121,0.547442063161943,-0.300180094868187,-0.0120749903385925,-0.0923058657251586,0.237654207507722,0.257692465612112,-0.0763832290238985,-0.117087834670958,0.132241896433638,0.0826932241878665,-0.0285975600692383,-0.0551278816898798,0.0295550075275362,0.0112628312862061,0.000374843887347678,-0.0220318731652542,-0.0159567613699395,-0.0527257101943981,0.378837410162145,-0.242297501325864
Australia,0.214763400302849,trust,AUS,10.831083350524,0.815361957678347,0.537548307880797,0.529294812449392,1.03488847870842,-0.800500830093517,0.585482906991767,1.16868166877078,0.276281533929205,-0.00920111045914214,0.0305966659142014,0.059151281820755,0.107547465551383,0.0362173545892697,0.0621067869605346,-0.0728302069533833,-0.0549808600673819,0.0602224031190807,0.0820937151417984,0.087808174993723,0.123801982084044,1.66595255413402,-0.552156733496565
Australia,0.223052045719562,altruism,AUS,10.831083350524,0.815361957678347,0.537548307880797,0.529294812449392,1.03488847870842,-0.800500830093517,0.585482906991767,1.16868166877078,0.276281533929205,0.0393912678110921,0.0324015926530457,0.218045304341026,0.210482618780955,-0.0760724062348263,-0.0796589104696799,0.125362890023083,0.122908492446969,-0.0879925688648808,-0.0911357928456045,-0.0626778668201651,-0.0698475317613279,1.66595255413402,-0.552156733496565
Australia,0.266532215085049,negrecip,AUS,10.831083350524,0.815361957678347,0.537548307880797,0.529294812449392,1.03488847870842,-0.800500830093517,0.585482906991767,1.16868166877078,0.276281533929205,-0.0441783367664618,-0.0542851728953733,0.0118806149660798,-0.000400693038599882,-0.0562416455504604,-0.0628070287642983,0.0175137934468787,0.012987499387489,-0.0746121433345196,-0.0801596636461911,0.00876802480266686,-0.000381041986777208,1.66595255413402,-0.552156733496565
Australia,0.0351457527769758,posrecip,AUS,10.831083350524,0.815361957678347,0.537548307880797,0.529294812449392,1.03488847870842,-0.800500830093517,0.585482906991767,1.16868166877078,0.276281533929205,0.0334380065998207,0.0248253440957168,0.0312219918710679,0.0179125889497177,-0.146039992037675,-0.154549281880733,0.000485190987656717,-0.00543688112620782,-0.0493013150412306,-0.0561468949536169,-0.0437233642910568,-0.0489463268874544,1.66595255413402,-0.552156733496565
Australia,0.272393313557903,risktaking,AUS,10.831083350524,0.815361957678347,0.537548307880797,0.529294812449392,1.03488847870842,-0.800500830093517,0.585482906991767,1.16868166877078,0.276281533929205,0.00994132590976787,-0.00035861857043238,0.0338813597061376,0.0171921849164024,0.0539189703072804,0.0429510606236686,0.134772269849361,0.127129180822144,0.117558515048954,0.108796531615263,-0.00405200478516804,-0.00959920834488141,1.66595255413402,-0.552156733496565
Australia,0.122799476242526,patience,AUS,10.831083350524,0.815361957678347,0.537548307880797,0.529294812449392,1.03488847870842,-0.800500830093517,0.585482906991767,1.16868166877078,0.276281533929205,0.103546979204768,0.0378581377342822,0.0597754023958696,-0.0110270006738298,0.0530367866267484,0.0196092238495359,-0.0696156226864181,-0.092484803502654,0.323067768467204,0.293730095630882,0.10773421860399,0.040108062121825,1.66595255413402,-0.552156733496565
Austria,0.269481245343987,trust,AUT,10.7415607995392,1.86804012321796,1.23155341972109,0.529294812449392,1.30721589918922,1.51221496652093,0.492549329656794,0.728531897283248,0.272833065521577,0.243325270456793,0.272098682501512,0.223428980082682,0.25262451913783,-0.0577640893323755,-0.0449849413683651,0.129308043927441,0.138005409415305,-0.0511063118994144,-0.0396096222806996,-0.17424468345314,-0.142977654689931,0.967001650455463,0.552955341167731
Austria,0.17913110117103,altruism,AUT,10.7415607995392,1.86804012321796,1.23155341972109,0.529294812449392,1.30721589918922,1.51221496652093,0.492549329656794,0.728531897283248,0.272833065521577,0.0576176600039058,0.101304192625149,0.0548185595163016,0.0960585976759916,-0.0433638657787637,-0.0271256012565324,-0.1003382563033,-0.0893749613302683,-0.0212981796534311,-0.00614250532435482,-0.107614152352491,-0.0573475319666206,0.967001650455463,0.552955341167731
Austria,0.19067778202682,negrecip,AUT,10.7415607995392,1.86804012321796,1.23155341972109,0.529294812449392,1.30721589918922,1.51221496652093,0.492549329656794,0.728531897283248,0.272833065521577,-0.117470033599114,-0.141125688666099,-0.133026606199995,-0.168535146388428,-0.0283275646423198,-0.0506259832908669,-0.122616048144336,-0.138121250352798,0.104159755674515,0.0861376472919496,0.119599989253657,0.10430679375412,0.967001650455463,0.552955341167731
Austria,0.057519312085991,posrecip,AUT,10.7415607995392,1.86804012321796,1.23155341972109,0.529294812449392,1.30721589918922,1.51221496652093,0.492549329656794,0.728531897283248,0.272833065521577,0.0333910243129387,0.079523633620536,-0.166133100474415,-0.10937444853011,-0.0391039823675509,-0.00841820416527988,0.0219975004099052,0.0431665342667825,0.0949072971790307,0.120750836041177,-0.00654335454783311,0.0345834238814996,0.967001650455463,0.552955341167731
Austria,0.316811038678781,risktaking,AUT,10.7415607995392,1.86804012321796,1.23155341972109,0.529294812449392,1.30721589918922,1.51221496652093,0.492549329656794,0.728531897283248,0.272833065521577,0.125229981814491,0.127903691653476,0.0356393383941688,0.030344223910361,-0.0967822999548333,-0.103802195823854,-0.047550411355433,-0.05255714696212,-0.155270255589185,-0.160166844502122,0.111555933639839,0.121708480231202,0.967001650455463,0.552955341167731
Austria,0.320127662435535,patience,AUT,10.7415607995392,1.86804012321796,1.23155341972109,0.529294812449392,1.30721589918922,1.51221496652093,0.492549329656794,0.728531897283248,0.272833065521577,-0.087843726932596,-0.0301450172061087,-0.0418719964378644,0.0321770909420299,-0.157235033919626,-0.115719490116701,-0.15449256897427,-0.125794015588673,-0.194217377419682,-0.159615042157356,-0.0807017820203995,-0.0320333868994851,0.967001650455463,0.552955341167731
Bangladesh,-0.0442511873641745,trust,BGD,6.55805694315242,-1.84402722140426,-1.21572229758484,0.00302454178542476,-1.09059382748319,-1.3261180565968,-1.55873618919622,-0.865425035342113,-0.153440722079063,-0.0796134434821207,-0.133148117129571,-0.0701123819776993,-0.13813120045089,0.0360785656307757,-0.00173752922301122,-0.0660807961526084,-0.0922099058526613,0.00147356854724221,-0.030120403194767,0.0238074629414866,-0.0219696425671733,-1.06747018363081,-0.708808045230336
Bangladesh,-0.126360582780383,altruism,BGD,6.55805694315242,-1.84402722140426,-1.21572229758484,0.00302454178542476,-1.09059382748319,-1.3261180565968,-1.55873618919622,-0.865425035342113,-0.153440722079063,-0.157820480948387,-0.174114687627054,0.201880587474878,0.187060452774863,-0.0219751294400183,-0.0274561226566731,0.0682216024481495,0.0645402930481939,-0.128413885905305,-0.133648352081469,0.0616610609597872,0.0424043956361967,-1.06747018363081,-0.708808045230336
Bangladesh,0.180237730260122,negrecip,BGD,6.55805694315242,-1.84402722140426,-1.21572229758484,0.00302454178542476,-1.09059382748319,-1.3261180565968,-1.55873618919622,-0.865425035342113,-0.153440722079063,-0.0550447027501372,-0.0657871331026369,0.02428388120167,0.00876991408445741,0.131066216583186,0.121566396931151,-0.00978520403101248,-0.0163826669619391,0.0897493767997028,0.0820203883757529,0.0280721423425391,0.0205742507223105,-1.06747018363081,-0.708808045230336
Bangladesh,-0.0890466314827961,posrecip,BGD,6.55805694315242,-1.84402722140426,-1.21572229758484,0.00302454178542476,-1.09059382748319,-1.3261180565968,-1.55873618919622,-0.865425035342113,-0.153440722079063,0.126953126234337,0.127535210111475,0.0901754273938154,0.0986880613035933,-0.0259674502117583,-0.0175897379691956,-0.104194270333561,-0.0982658789911882,0.0782194047009783,0.0843527895255065,0.0194890797192255,0.0129523503962573,-1.06747018363081,-0.708808045230336
Bangladesh,0.133594557546204,risktaking,BGD,6.55805694315242,-1.84402722140426,-1.21572229758484,0.00302454178542476,-1.09059382748319,-1.3261180565968,-1.55873618919622,-0.865425035342113,-0.153440722079063,-0.0715643308743886,-0.0696768427940941,-0.0895845011304088,-0.0835440894931691,0.0408886192549606,0.0459548208606867,-0.0527230239323601,-0.0491570177875418,0.0408884581797258,0.044715352680865,0.0551865884872382,0.0535044016848492,-1.06747018363081,-0.708808045230336
Bangladesh,-0.0362858294659525,patience,BGD,6.55805694315242,-1.84402722140426,-1.21572229758484,0.00302454178542476,-1.09059382748319,-1.3261180565968,-1.55873618919622,-0.865425035342113,-0.153440722079063,-0.0709956397452791,-0.187112647972703,0.0852906368014077,-0.0477505421644288,-0.0139244961746273,-0.0810950880505858,-0.0013979745252651,-0.0475490055113384,-0.0876504248376681,-0.145383365830361,-0.000910190096892499,-0.113315974527785,-1.06747018363081,-0.708808045230336
Bolivia,0.0379897081729338,trust,BOL,7.51692562881957,0.201809431844,0.133048050108959,0.819650823850202,-0.711992291692813,-0.274883603590234,0.34671104346787,-0.928690318067135,0.239725166113759,-0.0385632591870202,-0.0695202313271891,-0.0184728604036032,-0.0608677955468792,-0.059022455470207,-0.0840285798135164,0.0492144023541078,0.0318812939719274,-0.00959476324294359,-0.0301453357801039,-0.00773925665592602,-0.0314389636093106,-1.29300039810647,0.77541331696937
Bolivia,0.326974564935594,altruism,BOL,7.51692562881957,0.201809431844,0.133048050108959,0.819650823850202,-0.711992291692813,-0.274883603590234,0.34671104346787,-0.928690318067135,0.239725166113759,-0.0217578870375886,-0.0689476792183451,-0.0174615083044251,-0.0795530399184076,-0.0188010178255476,-0.0543225472928664,-0.178719449087489,-0.203301507027842,-0.0706886022685452,-0.100127801789495,0.0443197371049854,0.00589953920914747,-1.29300039810647,0.77541331696937
Bolivia,0.133592731222086,negrecip,BOL,7.51692562881957,0.201809431844,0.133048050108959,0.819650823850202,-0.711992291692813,-0.274883603590234,0.34671104346787,-0.928690318067135,0.239725166113759,0.0680489397091334,-0.00762664419258156,0.126633499589798,0.0309628331076656,0.110274480321825,0.0573097354332093,0.0309558083293112,-0.00563167057912834,-0.0176622446547514,-0.0619657686426846,-0.133428198381813,-0.198571703837285,-1.29300039810647,0.77541331696937
Bolivia,0.121724322633015,posrecip,BOL,7.51692562881957,0.201809431844,0.133048050108959,0.819650823850202,-0.711992291692813,-0.274883603590234,0.34671104346787,-0.928690318067135,0.239725166113759,0.234954250380535,0.139499254514254,-0.0407981495139588,-0.14760175954892,0.0481331575240223,-0.00445714414189356,0.119346262003369,0.0832692489415608,-0.0317057699420734,-0.0772557733220605,0.0234852370234067,-0.0712393260680265,-1.29300039810647,0.77541331696937
Bolivia,0.212234567330892,risktaking,BOL,7.51692562881957,0.201809431844,0.133048050108959,0.819650823850202,-0.711992291692813,-0.274883603590234,0.34671104346787,-0.928690318067135,0.239725166113759,-0.113360317011539,-0.076512949876487,-0.13394704654112,-0.0926350493476783,0.0731277243463876,0.0935144842552577,-0.0814168893778334,-0.0674296128100366,-0.0463179236870905,-0.0286723298068583,-0.0921836437238187,-0.0556941269813712,-1.29300039810647,0.77541331696937
Bolivia,0.19354297563956,patience,BOL,7.51692562881957,0.201809431844,0.133048050108959,0.819650823850202,-0.711992291692813,-0.274883603590234,0.34671104346787,-0.928690318067135,0.239725166113759,0.00547312032352276,0.0684127469721797,-0.0853062284741365,-0.003893317708891,-0.11953056129541,-0.0735904225484999,-0.0776899059468302,-0.0459214914932684,0.0125107951796607,0.0507311906486804,-0.166925722138906,-0.114413816843536,-1.29300039810647,0.77541331696937
