Country Name,Country Code,Series Name,Series Code,2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012]
French Polynesia,PYF,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,9859.2477036437,9679.07175731824,9675.42653304828,9143.47097135842,9413.58283593182,8826.626396463,8554.28310976306,8849.35529971507,9136.61456881311,9258.88197266208
"Gambia, The",GMB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,827.834232340336,858.600296928359,812.76633858754,784.023225291556,784.036919305198,808.705243613652,837.334898259103,860.637873688125,767.155353643339,783.266692810892
Georgia,GEO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2069.08139767155,2202.57179943893,2429.17247947582,2673.14828195939,3025.14181765174,3107.73371855191,3020.99872474288,3233.29594347421,3500.52749285613,3751.00347585304
Germany,DEU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,38073.7606653695,38535.1709892798,38835.3823683537,40362.2941572851,41622.3558290865,42102.8532926964,39804.9212955522,41531.9341978689,43969.259276339,44070.9217011381
Ghana,GHA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1012.10489177674,1042.55477657187,1076.61812539208,1116.63003289199,1135.49112995427,1207.83445550869,1234.54027272067,1299.34494946039,1446.37163070702,1543.76398423026
Gibraltar,GIB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..
Greece,GRC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,26349.2773212451,27614.4059308213,27698.5106178693,29176.3928555464,30054.8893906847,29874.7434421564,28514.8100925637,26917.7589787254,24495.7111408242,22830.5267783973
Greenland,GRL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,33379.583469,35593.4254981198,37352.8925366913,39539.9157055674,40626.7814272793,43305.7027608534,43684.587199796,43988.3324931946,43781.4625641366,44454.3735497748
Grenada,GRD,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,6893.36806378174,6826.29001746957,7709.14955177846,7382.16261402016,7815.06520462278,7869.21693735805,7325.6710994073,7257.75662232319,7274.72313572426,7147.18918737909
Guam,GUM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,27882.7097948152,29603.7734824842,30592.1607999249,29375.276247165,29578.3856170959,30054.0138683035,30112.6271684902,30700.4340081784,30690.4366504784,31252.6636152997
Guatemala,GTM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2612.6878145099,2638.35041910946,2668.35760310063,2755.50694024087,2871.90348296609,2909.50971461775,2870.31158935321,2898.94221470448,2965.15320617913,2999.42276262614
Guinea,GIN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,636.791171662799,639.08718489237,644.958557799293,638.698570420575,667.198956283713,679.034406048802,656.20504391639,672.424402562443,694.603134542634,719.698172703926
Guinea-Bissau,GNB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,523.730947822119,525.824373105346,535.440957455005,534.822272283187,538.985481805324,542.645951129504,546.947092261669,557.632132626126,587.140383038061,561.986650036213
Guyana,GUY,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2476.0671291167,2512.7736881289,2462.3439328238,2588.02823636014,2769.21245500168,2822.65302049888,2919.39600742543,3033.24772490536,3179.85921030323,3332.70302751644
Haiti,HTI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,711.922302642403,675.68408044858,676.792899794046,680.944671724432,692.553620977461,687.447964430153,697.68891045003,665.627419493396,691.894267211056,701.445963678329
Honduras,HND,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1657.3134583985,1717.90223690812,1778.85007098289,1852.13954062011,1922.87465546677,1960.93922466572,1873.39410896665,1904.34646496881,1939.33862702996,1982.00973784495
"Hong Kong SAR, China",HKG,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,24010.5431427658,25896.7131524307,27688.7665148885,29446.2795675916,31081.556431976,31553.6264533444,30711.4872627763,32549.998231121,33888.4923153422,34086.3065403193
Hungary,HUN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,11969.6190819737,12574.7105798992,13134.4298826021,13685.1739896682,13739.5846610243,13909.3230894709,12997.5791857191,13113.5259617277,13389.959626871,13261.1969629144
Iceland,ISL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,38928.9887689003,41692.0963255598,43635.0154565339,44859.8325719956,47835.3826310557,47889.3849432345,44491.7345060949,43024.9234853499,43700.7929954964,44032.4252000495
India,IND,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,922.167960042853,979.283847700059,1040.31231291865,1106.9264701603,1173.87530979278,1192.51173233371,1268.24921034763,1357.56371913262,1410.426304742,1469.17761007839
Indonesia,IDN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2335.59404450348,2420.39718164001,2524.22242375952,2627.90524538688,2757.8936698443,2885.30927484934,2979.00471389962,3122.36281521649,3270.61948985329,3421.27352044829
"Iran, Islamic Rep.",IRN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,5453.51074001954,5623.69359469475,5735.61106851669,5954.74146438264,6369.82193076155,6316.37162536933,6309.64160854798,6599.66093791004,6695.08228331152,6122.43208981298
Iraq,IRQ,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2524.38111249936,3792.54179752013,3869.95342447494,4181.40081811838,4168.66704409654,4436.25206984141,4493.18412633592,4657.28042580536,4848.44239867785,5322.38530653205
Ireland,IRL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,48236.9627237451,50546.4910496272,52276.2443324511,53466.0662222331,54708.0705789754,51202.3593236575,48110.551499518,48715.1768553933,48669.785700893,48573.3772496171
Isle of Man,IMN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,52661.1657643071,54956.4594714423,57629.9857667782,61319.1880926199,64993.8724110361,67152.2209281535,67857.0962739235,69766.5211886388,71137.5412756894,73720.5105053997
Israel,ISR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,26360.0897842174,26982.3062484689,27547.8254191261,28571.1332556547,29688.6713567678,30039.8370606234,29601.4250509176,30693.5930786871,31572.903434204,31695.0064286299
Italy,ITA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,36942.9393820643,37227.1479400919,37347.6359290146,37902.3070926424,38272.2040964632,37653.7480014558,35503.1510279269,36000.5201179254,36192.8663751007,35019.4718880864
Jamaica,JAM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4891.21637817991,4927.63105504897,4944.47872915523,5061.21889926376,5108.06395643915,5041.74115405343,4799.01435544021,4704.05445468166,4759.25695989892,4703.08640587979
Japan,JPN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,42744.0112849926,43671.6799739036,44393.6263842134,44995.4944919183,45687.2738147645,45165.7879187717,42724.7603699577,44507.6763859172,44538.7261906952,45276.8743354249
Jordan,JOR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3103.84278674733,3281.46358120829,3434.68121000028,3572.67917554508,3701.82188013913,3787.19549905151,3799.44110054204,3690.11326778672,3587.18304700904,3487.61361673173
Kazakhstan,KAZ,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,6107.7092592063,6647.69212950055,7227.98294898919,7917.19534235689,8523.76620458622,8698.42365362226,8573.70829393744,9070.48825285747,9603.24465538973,9923.42220839838
Kenya,KEN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,811.426558401271,829.952874962489,855.225039996787,885.809632464257,920.649216604445,897.601930611382,902.124545867569,951.687961116879,982.980837581714,1000.8292167941
Kiribati,KIR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1706.96806630926,1648.28087232712,1695.6838253286,1658.59507721265,1654.05592684939,1582.82972456681,1561.24762121981,1516.81186907787,1514.4979214378,1561.40029843359
"Korea, Dem. People’s Rep.",PRK,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,17627.2141951262,18470.0217466398,19225.0106941459,20131.0715398147,21191.2464696044,21664.606416493,21724.2423576681,23087.2256438476,23754.7724552742,24197.9413704675
Kosovo,XKX,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2468.42595775898,2531.18666786479,2682.07696091263,2780.42939371039,2959.14835475631,3120.58212212803,3206.91700206037,3286.55744309904,3401.01082844363,3465.42443211359
Kuwait,KWT,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,41331.3805168436,44759.0697343497,47987.4587143171,49344.5194269624,49578.4971892166,47900.4421983109,41907.010754604,38577.4982788212,39940.0419836868,40287.3042188638
Kyrgyz Republic,KGZ,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,716.26433079147,757.374178085683,747.565615591148,762.520115352821,819.80629532329,880.278819131137,894.817956477877,880.037775119109,921.177038530965,905.165668041719
Lao PDR,LAO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,763.158775210105,799.41190476348,842.9118834439,900.780853320282,953.092091962223,1010.39066541789,1068.16851075414,1140.59920478703,1213.18469310894,1290.83774819673
Latvia,LVA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,8896.7790528349,9744.65788966183,10908.806573996,12318.1302886128,13662.3348265402,13344.6528189506,11635.143585107,11348.4062304673,12283.2934032614,12950.7569816059
Lebanon,LBN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,5549.56082043425,5685.72705403081,5677.66621149624,5691.76334484592,6211.7951834915,6778.85215269321,7397.50986083517,7761.6461905722,7453.82347500754,7179.11697006244
Lesotho,LSO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,889.635388988519,910.287433599459,946.475374794034,989.573436925389,1038.97437923756,1108.88088202763,1131.06087652667,1137.27570186144,1193.27174196953,1266.65975140149
Liberia,LBR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,424.231862841808,427.21118312232,438.247567042964,457.699212126197,482.124952731092,495.679015083664,501.615734791463,513.445698620224,538.11623500132,564.520844221776
Libya,LBY,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,9395.76598464741,9660.94817358162,10642.8965689334,11164.8087386679,11699.3143201487,11844.9252400819,11607.1982788564,12064.7806924218,4539.00252138836,10066.5790283158
Liechtenstein,LIE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,141200.380010278,..,..
Lithuania,LTU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,8924.65092176315,9616.61257363458,10529.8063974492,11491.6848764808,12918.3176844859,13394.8792058248,11537.9423861268,11957.0842136065,12967.1509631399,13646.0199403205
Luxembourg,LUX,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,97678.4604816506,99778.4687961976,101380.77463957,104943.44029687,111968.349501179,108577.352298054,101939.613463932,104965.306078267,105264.748489747,102404.612086023
"Macao SAR, China",MAC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,26219.0461054444,32428.464523105,34224.803232391,37922.2749860571,42479.6317128333,43006.8305155031,42651.1851257065,52253.1553117325,62122.0181328047,66271.4690733933
Madagascar,MDG,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,456.120757957718,465.972052523311,473.924876101465,485.129339617983,498.232913656453,516.709644631634,482.338427117163,471.959197029823,466.349175296974,467.435789903935
Malawi,MWI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,372.531249361403,383.094188753926,385.460830097058,392.759998934441,418.588218571652,437.895476144955,460.92468272226,478.668589704525,487.730681851429,482.923781207912
Malaysia,MYS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,7374.3430493666,7720.83042791277,7974.25085299158,8255.28604385146,8605.01751643998,8850.00922143873,8559.23449984417,9040.56625117172,9372.00753825617,9743.10479671184
Maldives,MDV,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,6272.3939041638,6467.48160190977,5471.70158271906,6734.42699467905,7087.65368738208,7572.79543550442,6827.64870626618,7076.66242320238,7384.8492111405,7251.67627055564
Mali,MLI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,658.185934150514,647.573012432525,667.941990950178,676.428574018533,677.082109037417,686.172723660729,696.078053573472,710.274202175837,711.112812277099,684.647401501598
Malta,MLT,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,19053.0262073895,19009.4074196305,19603.2995106087,19889.1925152824,20610.0608521516,21161.6408757838,20485.5568337554,21107.3644349639,21303.7645794281,21702.9923363846
Marshall Islands,MHL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2791.2496941297,2764.98737464431,2788.13793748739,2781.14904540023,2843.68058543498,2645.83803896903,2680.41238268682,2876.994996984,2846.90704615602,2770.31073689698
Mauritania,MRT,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1458.90206203915,1485.26973579905,1567.20841213997,1802.256232239,1716.77397911793,1662.43915828703,1616.41538744544,1610.92390847611,1629.4350891255,1652.71417014361
Mauritius,MUS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,6162.11560692055,6388.74646896969,6463.92279139786,6746.88662255439,7100.86182329714,7456.36924572352,7683.12492469643,8000.37643182154,8313.27125393119,8580.08564924831
Mexico,MEX,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,8967.02919031783,9190.74159228825,9270.65654228665,9547.33357068323,9622.04795699136,9587.63633933012,8947.74147387305,9271.39823324639,9477.88718509023,9690.86906453233
